feature,coef,abs_coef
mom_300^2,0.19252317065379898,0.19252317065379898
mom_180^2 dd_120,0.19228022274981943,0.19228022274981943
dd_15,0.18924996799071503,0.18924996799071503
dd_60,0.18899863543739973,0.18899863543739973
mom_30^2 dd_15,-0.18891397442063335,0.18891397442063335
mom_90^2,0.18715136938340926,0.18715136938340926
mom_180 mom_360,-0.18579010585137148,0.18579010585137148
mom_90 mom_180 dd_60,-0.18349413722258492,0.18349413722258492
mom_60 mom_270 dd_15,-0.18303463033975695,0.18303463033975695
mom_300 dd_60,-0.1817525686704142,0.1817525686704142
mom_270^2 dd_60,0.18167201432368807,0.18167201432368807
mom_60^2,0.18131451675594695,0.18131451675594695
mom_120 mom_300 dd_15,-0.18064373972808712,0.18064373972808712
mom_120 mom_180 dd_120,0.1781099632998056,0.1781099632998056
mom_60 dd_15^2,-0.1773883631648139,0.1773883631648139
mom_180 dd_15,-0.17581753232142175,0.17581753232142175
mom_180 dd_60 dd_90,0.1755400586199515,0.1755400586199515
mom_60 mom_300 mom_360,-0.1748418707292993,0.1748418707292993
mom_120 mom_270 dd_60,0.17332212123004917,0.17332212123004917
mom_270^2 dd_90,0.17288925013015535,0.17288925013015535
mom_270 mom_300 dd_120,0.17051865705824734,0.17051865705824734
mom_60,0.16912389664817384,0.16912389664817384
mom_300 dd_15 dd_60,0.16776138078465105,0.16776138078465105
mom_90 mom_120 dd_120,-0.16744973532273624,0.16744973532273624
mom_90^3,0.16721048361077182,0.16721048361077182
mom_60 mom_120 mom_180,-0.16518819461234605,0.16518819461234605
mom_30 mom_120 dd_90,-0.16501701750104966,0.16501701750104966
mom_180^2 mom_360,0.1631426601169739,0.1631426601169739
dd_15 dd_120^2,-0.1631110578240806,0.1631110578240806
mom_30 mom_180^2,-0.15959796745997704,0.15959796745997704
mom_270 dd_60 dd_120,0.15954720933779373,0.15954720933779373
mom_60 dd_60,-0.15942501651825391,0.15942501651825391
mom_360^2 dd_90,0.158068858738308,0.158068858738308
mom_90 mom_360^2,0.15788385967089794,0.15788385967089794
mom_90 dd_60 dd_90,0.15703341865717155,0.15703341865717155
mom_30 mom_180 mom_270,-0.15653157523585948,0.15653157523585948
mom_30 mom_60 dd_90,0.15517611700443523,0.15517611700443523
mom_120^2 dd_120,-0.15508979248711938,0.15508979248711938
mom_300 dd_60^2,0.1545098922808081,0.1545098922808081
mom_60 dd_15,-0.15336978539939922,0.15336978539939922
mom_180^2,0.15224595360464346,0.15224595360464346
mom_30^2 mom_270,-0.15201291869605912,0.15201291869605912
mom_120 dd_120,0.15094618737641366,0.15094618737641366
